write_ratio         ,hot_key_ratio         ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,blocksize * early_execution ,throughput          ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,communication_overhead (s) ,episode_duration (s)
0.4937748344370861  ,0.007244773808207056  ,2982.804428773198  ,  10084.01298013257  ,     50.0 ,            1.0 ,    0.0 ,50.0                        ,3005.2931596091207  ,                       0.108898 ,             0        ,              0        ,                  0.247983 ,            2.831063
0.49773333333333336 ,0.0076709282934963865 ,3121.0765466910966 ,  10085.74666666672  ,    400.0 ,            1.0 ,    0.0 ,400.0                       ,2802.8404344193814  ,                       0.111233 ,             0.160836 ,              0.013752 ,                  0.129812 ,            2.761179
0.5006944444444444  ,0.007508731082654249  ,3085.8271388210765 ,  10085.424166666699 ,    400.0 ,            0.0 ,    0.0 ,-400.0                      ,  97.6648260262125  ,                       0.101732 ,             0.164124 ,              0.014734 ,                  0.158036 ,           15.510952
0.49915540540540543 ,0.007404795486600846  ,3034.0147908221056 ,  10124.820101351374 ,    850.0 ,            0.0 ,    1.0 ,-850.0                      , 461.04820665807847 ,                       0.033516 ,             0.158352 ,              0.013644 ,                  0.107627 ,           15.848418
0.49941176470588233 ,0.00849529397384183   ,3134.504347280956  ,  10110.331764705958 ,      1.0 ,            1.0 ,    0.0 ,1.0                         ,1672.5460122699387  ,                       0.093345 ,             0.162666 ,              0.014138 ,                  0.131366 ,            5.361169
0.4983415151917208  ,0.006567961705443616  ,3007.5530002904998 ,  10081.602096324814 ,    750.0 ,            1.0 ,    0.0 ,750.0                       ,2676.470588235294   ,                       0.157295 ,             0.164428 ,              0.014971 ,                  0.154459 ,            3.187543
0.5046666666666667  ,0.007301692665117823  ,2963.6724881097457 ,  10085.74373333338  ,    400.0 ,            1.0 ,    0.0 ,400.0                       ,2779.156327543424   ,                       0.117774 ,             0.164983 ,              0.014513 ,                  0.138389 ,            2.672375
0.49027777777777776 ,0.00698202129516495   ,3020.910997668444  ,  10085.98125000001  ,    550.0 ,            1.0 ,    0.0 ,550.0                       ,2685.004074979625   ,                       0.104472 ,             0.166569 ,              0.01414  ,                  0.136561 ,            2.963553
0.5064335664335664  ,0.007591684185937865  ,2975.795338531056  ,  10093.676083916094 ,    300.0 ,            1.0 ,    0.0 ,300.0                       ,2781.954887218045   ,                       0.104839 ,             0.166362 ,              0.014593 ,                  0.122543 ,            3.005834
0.5029333333333333  ,0.006971556051310652  ,2974.3268007863326 ,  10091.63706666668  ,    400.0 ,            1.0 ,    1.0 ,400.0                       , 852.4377966345462  ,                       0.109839 ,             0.17845  ,              0.01555  ,                  0.141873 ,            7.269747
0.5041666666666667  ,0.007118055555555555  ,3051.3323091592947 ,  10092.21416666667  ,    350.0 ,            1.0 ,    0.0 ,350.0                       ,2827.2466146901925  ,                       0.100739 ,             0.159437 ,              0.014005 ,                  0.165953 ,            4.133933
0.4960544217687075  ,0.007372122036974027  ,3064.292611177539  ,  10092.219455782335 ,    150.0 ,            1.0 ,    1.0 ,150.0                       ,2830.3464755077657  ,                       0.102247 ,             0.157608 ,              0.013842 ,                  0.156328 ,            2.871885
0.4996              ,0.007330721880246222  ,3050.7361833175173 ,  10092.316400000016 ,    350.0 ,            1.0 ,    0.0 ,350.0                       ,2908.1675835801943  ,                       0.104986 ,             0.158854 ,              0.014089 ,                  0.180747 ,            2.679664
0.4907482993197279  ,0.006780626780626781  ,3099.3238413905215 ,  10089.66680272113  ,    250.0 ,            1.0 ,    0.0 ,250.0                       ,2910.0985221674873  ,                       0.106376 ,             0.157681 ,              0.013643 ,                  0.147941 ,            2.750061
0.49933333333333335 ,0.006934812760055479  ,3228.3516423916144 ,  10091.692800000033 ,    350.0 ,            1.0 ,    0.0 ,350.0                       ,2900.337837837838   ,                       0.104408 ,             0.158897 ,              0.014138 ,                  0.197468 ,            2.700754
0.4937414965986395  ,0.007104290991759022  ,3118.714834899056  ,  10090.045306122496 ,    350.0 ,            1.0 ,    1.0 ,350.0                       ,1276.4498025358553  ,                       0.104371 ,             0.159355 ,              0.013677 ,                  0.101726 ,            5.181986
0.5006802721088436  ,0.007054176072234763  ,3196.890621540779  ,  10088.97959183676  ,    200.0 ,            1.0 ,    0.0 ,200.0                       ,2841.744045215987   ,                       0.104365 ,             0.168881 ,              0.017119 ,                  0.125494 ,            3.602243
0.5010810810810811  ,0.00773542600896861   ,3082.1415719255224 ,  10089.710000000036 ,    300.0 ,            1.0 ,    0.0 ,300.0                       ,2927.1523178807947  ,                       0.112217 ,             0.161626 ,              0.01418  ,                  0.134046 ,            2.810608
0.49333333333333335 ,0.0068019625334522745 ,3132.4787931185706 ,  10098.490933333329 ,     20.0 ,            0.0 ,    0.0 ,-20.0                       ,  98.33011775663628 ,                       0.104983 ,             0.168456 ,              0.013622 ,                  0.203674 ,           15.269968
0.5003389830508475  ,0.007311586051743532  ,2884.256262746946  ,  10128.663050847452 ,    100.0 ,            1.0 ,    0.0 ,100.0                       ,2838.008692216515   ,                       0.02667  ,             0.158813 ,              0.013672 ,                  0.115307 ,            2.615232
0.5126666666666667  ,0.007911042265988051  ,2986.3832867656633 ,  10092.522133333303 ,    250.0 ,            1.0 ,    0.0 ,250.0                       ,2821.683876092137   ,                       0.104397 ,             0.161695 ,              0.01387  ,                  0.142209 ,            2.928437
