write_ratio         ,hot_key_ratio        ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,throughput          ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,communication_overhead (s) ,episode_duration (s)
0.49682119205298014 ,0.06548604214939865  ,1498.2676652207226 ,  1086.4619867549748 ,     50.0 ,            1.0 ,    0.0 , 589.8499210110585  ,                       0.103002 ,             0        ,              0        ,                  0.235053 ,            6.408481
0.4908              ,0.06487956487956488  ,1474.3997030755586 ,  1084.8745333333413 ,    700.0 ,            0.0 ,    1.0 , 927.0005299417064  ,                       0.105221 ,             0.155223 ,              0.013936 ,                  0.162753 ,            8.897218
0.49864227526082605 ,0.06412861582596223  ,1454.1755954960252 ,  1115.4687723309983 ,    350.0 ,            1.0 ,    0.0 , 173.87898962208735 ,                       0.105425 ,             0.17052  ,              0.01503  ,                  0.097591 ,            7.497661
0.49727891156462584 ,0.06268436578171091  ,1462.3070948354896 ,  1085.803401360548  ,    900.0 ,            0.0 ,    1.0 , 661.3926961641064  ,                       0.11183  ,             0.153299 ,              0.013913 ,                  0.136824 ,           12.301283
0.488317107093185   ,0.06215083798882681  ,1469.1566999675517 ,  1112.4232267037564 ,    750.0 ,            0.0 ,    1.0 , 835.6545961002786  ,                       0.097815 ,             0.155626 ,              0.014188 ,                  0.097692 ,           12.482783
0.49866666666666665 ,0.06109809173083361  ,1478.5372574632127 ,  1114.4746666666629 ,    550.0 ,            0.0 ,    1.0 ,1224.105461393597   ,                       0.103398 ,             0.153075 ,              0.013907 ,                  0.112655 ,            7.882957
0.4885314685314685  ,0.06187624750499002  ,1487.5967718109775 ,  1116.5584615384591 ,    550.0 ,            0.0 ,    1.0 ,1228.7334593572778  ,                       0.098759 ,             0.155018 ,              0.01432  ,                  0.124274 ,            7.564085
0.5044755244755245  ,0.06427155021579377  ,1487.7589688977225 ,  1117.5406993007    ,    650.0 ,            0.0 ,    1.0 ,1018.2284249501568  ,                       0.098634 ,             0.15461  ,              0.013876 ,                  0.193383 ,            8.664701
0.49034965034965033 ,0.0615016905677976   ,1468.447780867337  ,  1109.6955244755247 ,    550.0 ,            0.0 ,    1.0 ,1215.3663097059325  ,                       0.099702 ,             0.156637 ,              0.014153 ,                  0.152378 ,            7.796419
0.5002797202797202  ,0.06386584083206731  ,1454.2638099637206 ,  1113.9023776223758 ,    450.0 ,            0.0 ,    1.0 ,1404.330017554125   ,                       0.101757 ,             0.155731 ,              0.013812 ,                  0.173573 ,            6.792303
0.5077777777777778  ,0.06261499540018399  ,1480.6247907589272 ,  1118.8286111111124 ,    450.0 ,            0.0 ,    1.0 ,1393.1888544891642  ,                       0.099402 ,             0.153885 ,              0.013592 ,                  0.134103 ,            6.547876
0.4986111111111111  ,0.06437991670522906  ,1484.815288978051  ,  1116.4326388888853 ,    500.0 ,            0.0 ,    1.0 ,1356.23869801085    ,                       0.098539 ,             0.157299 ,              0.014159 ,                  0.117933 ,            6.933753
0.49733333333333335 ,0.06309060589216231  ,1466.3504823999817 ,  1116.7299999999989 ,    550.0 ,            0.0 ,    1.0 ,1226.8359643102265  ,                       0.103757 ,             0.158966 ,              0.014213 ,                  0.088235 ,            7.176443
0.5011188811188811  ,0.06345503324390528  ,1466.7301497562255 ,  1115.4462937062947 ,    500.0 ,            0.0 ,    1.0 ,1357.4660633484164  ,                       0.102567 ,             0.156676 ,              0.016206 ,                  0.074175 ,            7.281304
0.49773333333333336 ,0.06259024769521271  ,1476.8803246458638 ,  1116.7729333333325 ,    450.0 ,            0.0 ,    1.0 ,1408.450704225352   ,                       0.104517 ,             0.156881 ,              0.01422  ,                  0.168149 ,            6.460153
0.49569444444444444 ,0.06231951022294097  ,1488.8125045362256 ,  1121.7202777777752 ,    500.0 ,            0.0 ,    1.0 ,1364.6288209606987  ,                       0.099996 ,             0.158572 ,              0.013896 ,                  0.08136  ,            6.951501
0.49266666666666664 ,0.06564307966177126  ,1487.0596072972987 ,  1118.3587999999972 ,    450.0 ,            0.0 ,    1.0 ,1359.5166163141994  ,                       0.104596 ,             0.158284 ,              0.013959 ,                  0.118325 ,            6.619991
0.4998611111111111  ,0.06500115660421003  ,1439.2084353605517 ,  1115.7             ,    450.0 ,            0.0 ,    1.0 ,1363.3781480780156  ,                       0.100318 ,             0.157115 ,              0.013949 ,                  0.086331 ,            6.772985
0.5013888888888889  ,0.06272463768115942  ,1461.945853992625  ,  1133.8380555555582 ,    450.0 ,            0.0 ,    1.0 ,1397.5155279503106  ,                       0.099392 ,             0.154438 ,              0.013903 ,                  0.182813 ,            6.49239
0.4913888888888889  ,0.06322979915927136  ,1479.0529131179667 ,  1115.584166666668  ,    350.0 ,            0.0 ,    1.0 ,1416.7309175019275  ,                       0.098869 ,             0.156254 ,              0.018544 ,                  0.171541 ,            6.548292
0.5050340136054422  ,0.06301089918256131  ,1472.2047738693468 ,  1116.2625850340123 ,    450.0 ,            0.0 ,    1.0 ,1423.4875444839859  ,                       0.104623 ,             0.159245 ,              0.014034 ,                  0.086511 ,            6.394229
0.49375             ,0.06070269016697588  ,1499.8687614833702 ,  1118.7944444444413 ,     20.0 ,            1.0 ,    0.0 , 792.0753236563359  ,                       0.101189 ,             0.154156 ,              0.014166 ,                  0.140732 ,            6.477966
0.5093085106382979  ,0.06283791239104049  ,1484.4383680732049 ,  1087.260106382979  ,     40.0 ,            0.0 ,    1.0 ,1451.8950437317783  ,                       0.129252 ,             0.164607 ,              0.014095 ,                  0.115891 ,            6.388245
0.5045515394912985  ,0.062311557788944726 ,1455.0761314531749 ,  1118.3195448460485 ,    450.0 ,            0.0 ,    1.0 ,1405.97539543058    ,                       0.10871  ,             0.158898 ,              0.016395 ,                  0.121687 ,            6.399484
0.4945833333333333  ,0.06263838713436662  ,1490.2802679027163 ,  1117.511388888885  ,    190.0 ,            0.0 ,    1.0 ,1454.9381504025132  ,                       0.098889 ,             0.156134 ,              0.013933 ,                  0.120489 ,            6.49161
0.4870445344129555  ,0.06362402443162538  ,1478.8211261073195 ,  1117.3013495276648 ,     70.0 ,            0.0 ,    1.0 ,1480.8224594701462  ,                       0.107744 ,             0.179091 ,              0.014573 ,                  0.075604 ,            6.377032
0.501068090787717   ,0.06644444444444444  ,1496.946149910463  ,  1117.5837116154867 ,    190.0 ,            0.0 ,    1.0 ,1485.2675886951292  ,                       0.108655 ,             0.156264 ,              0.014154 ,                  0.13066  ,            6.218288
0.5028340080971659  ,0.062380470244121945 ,1507.4521231374777 ,  1120.279217273954  ,    130.0 ,            0.0 ,    1.0 ,1452.087007642563   ,                       0.101955 ,             0.154215 ,              0.014036 ,                  0.166367 ,            6.312822
0.4994601889338731  ,0.0632740373789687   ,1468.0002686381058 ,  1113.9582995951419 ,    180.0 ,            0.0 ,    1.0 ,1476.5906362545018  ,                       0.102685 ,             0.157077 ,              0.014145 ,                  0.129037 ,            6.353227
0.505420054200542   ,0.06477916194790487  ,1491.1241742748348 ,  1106.968970189706  ,    190.0 ,            0.0 ,    1.0 ,1455.50972304066    ,                       0.104256 ,             0.15606  ,              0.014547 ,                  0.098348 ,            6.429708
0.49163292847503376 ,0.06426880144322923  ,1477.2503446917472 ,  1118.3939271255028 ,    180.0 ,            0.0 ,    1.0 ,1454.4737879385102  ,                       0.107936 ,             0.15312  ,              0.014044 ,                  0.15705  ,            6.237271
0.5028455284552845  ,0.06382978723404255  ,1486.3120328841503 ,  1116.317886178857  ,    100.0 ,            0.0 ,    1.0 ,1419.6479273140262  ,                       0.10338  ,             0.158237 ,              0.013719 ,                  0.183707 ,            6.517025
0.5001333333333333  ,0.06108096134677152  ,1428.367920151567  ,  1113.6897333333354 ,    250.0 ,            0.0 ,    1.0 ,1412.1634343814724  ,                       0.106284 ,             0.155873 ,              0.014726 ,                  0.130014 ,            6.643805
0.5114666666666666  ,0.06331347893227443  ,1439.0010339702096 ,  1116.8631999999982 ,    180.0 ,            0.0 ,    1.0 ,1487.0038283296394  ,                       0.103798 ,             0.166291 ,              0.014226 ,                  0.061331 ,            6.333142
0.4921409214092141  ,0.0636881047239613   ,1499.2211363364886 ,  1116.9102981029785 ,    170.0 ,            0.0 ,    1.0 ,1468.1059862610402  ,                       0.105393 ,             0.158173 ,              0.014742 ,                  0.108237 ,            6.419852
0.48275401069518714 ,0.062136465324384785 ,1484.7733318829667 ,  1115.5097593582866 ,     70.0 ,            0.0 ,    1.0 ,1466.9016842929886  ,                       0.110676 ,             0.162158 ,              0.014809 ,                  0.0676   ,            6.336222
0.49198931909212285 ,0.06428492054672741  ,1479.1295608881019 ,  1115.594659546061  ,    180.0 ,            0.0 ,    1.0 ,1453.900709219858   ,                       0.104926 ,             0.156027 ,              0.014039 ,                  0.17867  ,            6.272372
0.506639566395664   ,0.06331460674157303  ,1473.2038590754746 ,  1136.4543360433615 ,     70.0 ,            0.0 ,    1.0 ,1439.7257665206625  ,                       0.101071 ,             0.158697 ,              0.014495 ,                  0.185097 ,            6.490618
0.5                 ,0.06392593409015761  ,1452.2403111943524 ,  1107.174074074079  ,    200.0 ,            0.0 ,    1.0 ,1441.932969602494   ,                       0.105735 ,             0.158008 ,              0.014003 ,                  0.102591 ,            6.418844
0.49472972972972973 ,0.0668650348079946   ,1466.2253988677965 ,  1117.0339189189178 ,    170.0 ,            0.0 ,    1.0 ,1449.3315248982753  ,                       0.103841 ,             0.155395 ,              0.01398  ,                  0.161271 ,            6.460981
