write_ratio         ,hot_key_ratio       ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,blocksize * early_execution ,throughput           ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,communication_overhead (s) ,episode_duration (s)
0.49466666666666664 ,0.06696329254727475 ,1465.0529206415995 ,  1083.7116000000092 ,     20.0 ,            1.0 ,    1.0 ,20.0                        , 867.0665634674922   ,                       0.103558 ,             0        ,              0.014691 ,                  0.189506 ,            6.618693
0.4997347480106101  ,0.06493865369735824 ,1449.1419407623832 ,  1083.655039787805  ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 892.6174496644296   ,                       0.109406 ,             0.162356 ,              0.013446 ,                  0.156614 ,            6.495282
0.5037333333333334  ,0.06673717021039742 ,1441.4015496796342 ,  1083.2818666666722 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 933.6188436830836   ,                       0.138091 ,             0.164999 ,              0.014054 ,                  0.08818  ,            6.417441
0.5088              ,0.06709908297919928 ,1459.6483142813547 ,  1085.389600000005  ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 905.580227843213    ,                       0.114094 ,             0.163107 ,              0.013853 ,                  0.155564 ,            6.448298
0.5018666666666667  ,0.06538976993522448 ,1449.1966716396655 ,  1084.2869333333435 ,     10.0 ,            1.0 ,    0.0 ,10.0                        , 846.0945033751204   ,                       0.111063 ,             0.168018 ,              0.014384 ,                  0.177276 ,            6.48583
0.492               ,0.06455203116304953 ,1447.0548671111635 ,  1084.4285333333378 ,     50.0 ,            1.0 ,    1.0 ,50.0                        ,   5.626903217264663 ,                       0.11409  ,             0.164579 ,              0.014192 ,                  0.117465 ,           16.417512
0.514               ,0.07274247491638795 ,1495.313686905239  ,  1086.478           ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 848.604826546003    ,                       0.016991 ,             0.160963 ,              0.013546 ,                  0.214608 ,            5.256648
0.49106666666666665 ,0.06356026785714286 ,1428.3366372346793 ,  1084.5482666666771 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 844.4700460829492   ,                       0.111475 ,             0.16819  ,              0.014155 ,                  0.127304 ,            6.557178
0.5004              ,0.06686946902654867 ,1441.0265642679594 ,  1083.584933333344  ,     20.0 ,            1.0 ,    1.0 ,20.0                        , 865.774378585086    ,                       0.116438 ,             0.162309 ,              0.013951 ,                  0.107385 ,            6.477834
0.492               ,0.06743876759392663 ,1451.4327382846154 ,  1084.2292000000093 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 931.0147143130135   ,                       0.108882 ,             0.164786 ,              0.014016 ,                  0.303944 ,            6.346664
0.4969414893617021  ,0.06447850716427857 ,1440.8769716860977 ,  1083.8793882978805 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 906.5348070583673   ,                       0.113768 ,             0.168093 ,              0.014299 ,                  0.154159 ,            6.423804
0.49866666666666665 ,0.06352549889135255 ,1455.712848024549  ,  1084.8040000000024 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 880.8330119552642   ,                       0.116558 ,             0.164071 ,              0.013789 ,                  0.086986 ,            6.541066
0.5049202127659574  ,0.06588156871458727 ,1461.7426857319492 ,  1085.2917553191487 ,      1.0 ,            1.0 ,    1.0 ,1.0                         , 790.6617788925333   ,                       0.123446 ,             0.164412 ,              0.01435  ,                  0.112017 ,            6.485165
0.5009982696659124  ,0.06699310037836635 ,1437.461069559801  ,  1082.6368960468633 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 879.5690650250096   ,                       0.160689 ,             0.17121  ,              0.014326 ,                  0.182291 ,            6.396385
0.49866666666666665 ,0.0658070253445976  ,1444.555643127729  ,  1082.842533333346  ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 907.1607797722447   ,                       0.118039 ,             0.16191  ,              0.013687 ,                  0.138655 ,            6.470642
0.49840425531914895 ,0.06365945229681978 ,1456.3939762615528 ,  1084.6184840425606 ,     20.0 ,            1.0 ,    0.0 ,20.0                        , 751.7619420516837   ,                       0.111843 ,             0.16082  ,              0.013701 ,                  0.085468 ,            6.446221
0.5002666666666666  ,0.06585365853658537 ,1471.744564798264  ,  1085.287733333339  ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 924.4039542547006   ,                       0.107139 ,             0.161591 ,              0.013562 ,                  0.160337 ,            6.448822
0.494               ,0.06718646317186464 ,1454.9732343123815 ,  1085.1773333333367 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 901.953125          ,                       0.113088 ,             0.16188  ,              0.013717 ,                  0.153332 ,            6.404525
0.5053333333333333  ,0.06511859898027045 ,1466.4984299667808 ,  1084.6232000000055 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 887.5239923224568   ,                       0.113502 ,             0.160973 ,              0.013964 ,                  0.099176 ,            6.511019
0.4928286852589641  ,0.0656128674431503  ,1448.671992957107  ,  1084.7220451527226 ,     20.0 ,            1.0 ,    1.0 ,20.0                        , 813.9398672393596   ,                       0.11251  ,             0.161751 ,              0.013627 ,                  0.169511 ,            6.376535
0.5038666666666667  ,0.0654319618498392  ,1465.5977313328772 ,  1086.2872000000036 ,     20.0 ,            1.0 ,    0.0 ,20.0                        , 726.1996904024768   ,                       0.10729  ,             0.160575 ,              0.01391  ,                  0.113031 ,            6.489004
0.5072              ,0.06599888703394546 ,1452.346478747233  ,  1085.2664000000036 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 942.6664048694287   ,                       0.106598 ,             0.161445 ,              0.013587 ,                  0.163028 ,            6.380549
0.5063576158940397  ,0.064272950636587   ,1467.2492363456809 ,  1085.363249001338  ,    150.0 ,            0.0 ,    1.0 ,-150.0                      ,1452.8887165568049   ,                       0.11158  ,             0.169247 ,              0.014675 ,                  0.128078 ,            6.39249
0.5069388844408861  ,0.06778530947883098 ,1468.1825216926222 ,  1115.391780090739  ,    550.0 ,            0.0 ,    1.0 ,-550.0                      ,1209.2000676475564   ,                       0.105244 ,             0.168983 ,              0.014011 ,                  0.150382 ,            7.116704
0.500979020979021   ,0.06632118318388261 ,1457.2571200767638 ,  1115.0081118881124 ,    100.0 ,            0.0 ,    0.0 ,-100.0                      , 853.6391506755989   ,                       0.099219 ,             0.164252 ,              0.014503 ,                  0.118382 ,           10.115111
0.5096              ,0.06433945563177694 ,1408.6170929861948 ,  1119.2677333333345 ,    300.0 ,            0.0 ,    1.0 ,-300.0                      ,1584.953508030431    ,                       0.104786 ,             0.162817 ,              0.013999 ,                  0.518642 ,            7.217261
0.5001333333333333  ,0.06631063640409435 ,1464.9670704701898 ,  1104.8790666666719 ,     10.0 ,            1.0 ,    1.0 ,10.0                        , 866.7693492491336   ,                       0.103451 ,             0.166824 ,              0.014319 ,                  0.175912 ,            6.360428
0.5046604527296937  ,0.06757354567573545 ,1462.5386594148638 ,  1083.6209054594015 ,    300.0 ,            0.0 ,    0.0 ,-300.0                      , 843.7218721872188   ,                       0.114465 ,             0.162225 ,              0.01351  ,                  0.215716 ,            9.640337
0.5102177106985442  ,0.06783891723984913 ,1400.7669699634923 ,  1123.1008414585283 ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1587.1302094580005   ,                       0.106555 ,             0.164359 ,              0.014061 ,                  0.565424 ,            6.98761
0.5047619047619047  ,0.06530335555304485 ,1483.057430844124  ,  1116.3125170068058 ,    500.0 ,            0.0 ,    1.0 ,-500.0                      ,1358.695652173913    ,                       0.102425 ,             0.160528 ,              0.014055 ,                  0.086276 ,            6.865535
0.5053333333333333  ,0.06499888318070136 ,1445.601996858225  ,  1113.4937333333355 ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1404.548060386012    ,                       0.10283  ,             0.159855 ,              0.013375 ,                  0.183868 ,            6.525419
0.5091156462585034  ,0.06653111939455551 ,1459.0695265488123 ,  1117.0280272108855 ,    400.0 ,            0.0 ,    1.0 ,-400.0                      ,1424.896101325945    ,                       0.100219 ,             0.160472 ,              0.014054 ,                  0.153769 ,            6.290312
0.49430555555555555 ,0.06583836507199257 ,1492.4420248458432 ,  1115.726249999996  ,    400.0 ,            0.0 ,    1.0 ,-400.0                      ,1383.8170286373245   ,                       0.110678 ,             0.169689 ,              0.014099 ,                  0.099211 ,            6.715507
0.4998611111111111  ,0.06653575141503985 ,1456.7355608168887 ,  1114.4101388888864 ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1402.9394922695171   ,                       0.103093 ,             0.165051 ,              0.014474 ,                  0.167954 ,            6.619923
0.49918367346938775 ,0.06551646368967072 ,1460.126043642472  ,  1118.3419047619038 ,    250.0 ,            0.0 ,    1.0 ,-250.0                      ,1426.6692029674718   ,                       0.101732 ,             0.162585 ,              0.014434 ,                  0.132449 ,            6.472322
0.5010666666666667  ,0.06521498839394274 ,1468.1462187502632 ,  1118.5234666666652 ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1429.9610894941634   ,                       0.105095 ,             0.16656  ,              0.01525  ,                  0.141524 ,            6.429744
0.5082993197278911  ,0.06665912177455863 ,1485.0803974034734 ,  1116.2848979591843 ,    250.0 ,            0.0 ,    0.0 ,-250.0                      , 844.77913903563     ,                       0.100836 ,             0.167683 ,              0.013702 ,                  0.086374 ,            9.750341
0.4916              ,0.06410682624113476 ,1397.438625427197  ,  1128.3465333333302 ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1558.193767224931    ,                       0.103529 ,             0.163591 ,              0.014439 ,                  0.669663 ,            7.070076
0.5027210884353741  ,0.06525442980463425 ,1452.1900507792332 ,  1115.6604081632665 ,    300.0 ,            0.0 ,    1.0 ,-300.0                      ,1402.3934181002244   ,                       0.100837 ,             0.160334 ,              0.014204 ,                  0.12112  ,            6.599941
0.5004              ,0.06546626653328888 ,1443.5713724783695 ,  1114.7706666666647 ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1422.7642276422764   ,                       0.101948 ,             0.159988 ,              0.013708 ,                  0.132393 ,            6.379123
0.49197278911564624 ,0.06455279008978293 ,1476.8294501090845 ,  1116.7374149659809 ,    300.0 ,            0.0 ,    1.0 ,-300.0                      ,1424.5014245014245   ,                       0.102774 ,             0.162099 ,              0.014172 ,                  0.133857 ,            6.544418
0.5096              ,0.06477171985815602 ,1466.2140301043064 ,  1118.5559999999966 ,    300.0 ,            0.0 ,    1.0 ,-300.0                      ,1415.8957900698508   ,                       0.103634 ,             0.162985 ,              0.013371 ,                  0.146604 ,            6.509464
0.5001333333333333  ,0.06500445235975066 ,1456.9910803006064 ,  1115.7635999999968 ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1412.3750960799387   ,                       0.102942 ,             0.161556 ,              0.014183 ,                  0.069613 ,            6.531189
0.49578231292517005 ,0.06515548467934844 ,1466.1750425489981 ,  1117.417414965985  ,    350.0 ,            0.0 ,    1.0 ,-350.0                      ,1434.9863334634908   ,                       0.101103 ,             0.164954 ,              0.014753 ,                  0.14122  ,            6.352191
0.4927891156462585  ,0.06630681818181818 ,1488.9917925151726 ,  1117.4082993197221 ,    300.0 ,            0.0 ,    1.0 ,-300.0                      ,1438.9869531849577   ,                       0.103193 ,             0.163354 ,              0.013962 ,                  0.111901 ,            6.487256
0.49466666666666664 ,0.0641993119520586  ,1489.3035242282876 ,  1114.2288000000017 ,    200.0 ,            0.0 ,    1.0 ,-200.0                      ,1433.5528864781093   ,                       0.107282 ,             0.160578 ,              0.013739 ,                  0.134456 ,            6.330551
0.4847297297297297  ,0.06588927884071097 ,1469.1299078120983 ,  1115.0114864864936 ,    300.0 ,            0.0 ,    1.0 ,-300.0                      ,1426.9406392694063   ,                       0.104022 ,             0.165322 ,              0.014127 ,                  0.088022 ,            6.629858
