write_ratio         ,hot_key_ratio        ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,throughput         ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,episode_duration (s)
0.1961              ,0.05553502125300314  ,1440.4599561495181 ,  5082.78000000002   ,     50.0 ,            1.0 ,    0.0 ,370.5376040637787  ,                       0.134866 ,             0        ,              0        ,            7.153357
0.1957              ,0.05575139146567718  ,1440.2792528637792 ,  5081.913500000016  ,     10.0 ,            0.0 ,    0.0 ,195.7943376277558  ,                       0.138795 ,             0.155972 ,              0.014317 ,           51.678153
0.2027              ,0.05697255336845024  ,1439.2628901463888 ,  5078.123599999942  ,    100.0 ,            1.0 ,    0.0 ,315.13396089790007 ,                       0.140176 ,             0.150606 ,              0.01386  ,            7.030438
0.2002              ,0.055118474639022585 ,1472.419665519259  ,  5083.865800000063  ,    400.0 ,            1.0 ,    0.0 ,240.43096115679046 ,                       0.134896 ,             0.148726 ,              0.013466 ,            7.145659
0.1992              ,0.054484803558191255 ,1438.4064297918137 ,  5081.480300000043  ,    700.0 ,            1.0 ,    0.0 ,176.7915069301091  ,                       0.135192 ,             0.153535 ,              0.014481 ,            6.848268
0.19622448979591836 ,0.055943396226415094 ,1458.5228110735218 ,  5082.8826530612505 ,     70.0 ,            1.0 ,    0.0 ,342.2397430281793  ,                       0.130863 ,             0.151582 ,              0.014205 ,            6.949127
0.20321931589537223 ,0.0556228454299823   ,1468.8002591235547 ,  5083.991549295817  ,     60.0 ,            1.0 ,    0.0 ,334.35225618631733 ,                       0.13453  ,             0.152559 ,              0.014159 ,            6.944469
0.20100401606425702 ,0.0556228454299823   ,1480.9340887683193 ,  5084.83534136554   ,     50.0 ,            1.0 ,    0.0 ,389.6931094383323  ,                       0.13531  ,             0.153679 ,              0.014154 ,            6.991965
0.2011              ,0.05930243315755389  ,1460.9854785348361 ,  5083.6624000000365 ,     50.0 ,            0.0 ,    0.0 ,195.98236158745712 ,                       0.136676 ,             0.152612 ,              0.014265 ,           51.574506
0.199               ,0.05632237146827235  ,1447.7330021306286 ,  5077.909699999897  ,     60.0 ,            1.0 ,    0.0 ,352.7962909301652  ,                       0.138677 ,             0.155899 ,              0.014098 ,            7.008013
0.20100401606425702 ,0.05846755423144959  ,1473.2884374814637 ,  5085.618273092401  ,     60.0 ,            1.0 ,    0.0 ,358.17067958398627 ,                       0.134458 ,             0.150908 ,              0.014342 ,            7.129233
0.20220883534136547 ,0.05729021466406468  ,1451.7904978854292 ,  5082.1924698795365 ,     60.0 ,            1.0 ,    0.0 ,378.99941826643396 ,                       0.134142 ,             0.15099  ,              0.014153 ,            6.958649
0.19919678714859437 ,0.05513095349053966  ,1466.70556283427   ,  5084.197289156648  ,     60.0 ,            1.0 ,    0.0 ,374.1775113320661  ,                       0.133961 ,             0.151119 ,              0.013793 ,            6.916348
0.19367469879518073 ,0.05427877428998505  ,1469.0172318966117 ,  5083.863654618528  ,     60.0 ,            1.0 ,    0.0 ,347.5705890784004  ,                       0.136381 ,             0.156304 ,              0.014679 ,            7.050364
0.19046184738955824 ,0.055861489639723726 ,1455.016754605581  ,  5082.87008032134   ,     40.0 ,            1.0 ,    0.0 ,389.00724328930545 ,                       0.133793 ,             0.151297 ,              0.014042 ,            7.12166
0.1948              ,0.05508671056292312  ,1445.01320164061   ,  5082.032700000029  ,     40.0 ,            1.0 ,    0.0 ,397.0798740337819  ,                       0.135617 ,             0.150917 ,              0.013898 ,            7.115953
0.2047              ,0.0555709662505779   ,1451.8082416830987 ,  5082.9708000000865 ,     30.0 ,            1.0 ,    0.0 ,404.4765342960289  ,                       0.138927 ,             0.152973 ,              0.013963 ,            7.025669
0.2034034034034034  ,0.05682554372975474  ,1453.1908886240465 ,  5082.6405405405685 ,     30.0 ,            1.0 ,    0.0 ,398.328289378873   ,                       0.136712 ,             0.150843 ,              0.015032 ,            7.052451
0.2034034034034034  ,0.055633017289459005 ,1455.7143710629045 ,  5082.7391391391975 ,     40.0 ,            0.0 ,    0.0 ,195.94396002743215 ,                       0.136268 ,             0.150598 ,              0.014105 ,           51.67301
0.2036              ,0.05470409011171637  ,1438.6572378989504 ,  5078.291499999905  ,     30.0 ,            1.0 ,    0.0 ,412.8590564072034  ,                       0.138345 ,             0.153959 ,              0.013954 ,            6.824083
0.2008008008008008  ,0.05586462679647659  ,1504.3982188768396 ,  5086.582382382408  ,     30.0 ,            1.0 ,    0.0 ,425.6616116562593  ,                       0.145856 ,             0.160936 ,              0.016752 ,            6.874378
0.1976976976976977  ,0.05635558017169759  ,1509.1594193528017 ,  5086.778778778824  ,     20.0 ,            1.0 ,    0.0 ,420.14814814814815 ,                       0.143516 ,             0.155156 ,              0.014561 ,            6.832515
0.1989              ,0.0554987450032537   ,1496.3539092470332 ,  5086.7328000000025 ,     20.0 ,            1.0 ,    0.0 ,419.4625998547567  ,                       0.138842 ,             0.154546 ,              0.014099 ,            6.991524
0.2006              ,0.054758378078133677 ,1482.0196192721237 ,  5085.251100000004  ,     30.0 ,            1.0 ,    0.0 ,388.3424934914666  ,                       0.14851  ,             0.155855 ,              0.015676 ,            7.027716
0.1985985985985986  ,0.05564814814814815  ,1469.4752914128364 ,  5084.146446446498  ,     20.0 ,            1.0 ,    0.0 ,412.0617515510027  ,                       0.136391 ,             0.154569 ,              0.014126 ,            7.039371
0.2079              ,0.05459770114942529  ,1470.499572819874  ,  5084.996100000066  ,     30.0 ,            1.0 ,    0.0 ,414.97103817020644 ,                       0.144833 ,             0.159719 ,              0.014526 ,            6.858974
0.1954954954954955  ,0.05455897388233107  ,1498.3390034740767 ,  5084.658858858902  ,     20.0 ,            1.0 ,    0.0 ,411.0272118535404  ,                       0.134842 ,             0.154914 ,              0.01425  ,            7.158093
