write_ratio         ,hot_key_ratio        ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,throughput         ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,episode_duration (s) ,optimal_action_predicted
0.2026              ,0.05771002210759027  ,1581.5024937922074 ,  5084.142000000004  ,    550.0 ,            0.0 ,    0.0 ,194.5487059563346  ,                       0.127237 ,             0        ,              0.01564  ,           51.349429 ,      759.3308878167423
0.19757575757575757 ,0.054919263987983476 ,1546.8800757002484 ,  5078.1748484846985 ,    200.0 ,            0.0 ,    0.0 ,195.7138663274293  ,                       0.126996 ,             0.174839 ,              0.014377 ,           51.68706  ,      303.63378099144205
0.2007              ,0.05476036568473543  ,1539.453894125598  ,  5077.387499999932  ,    160.0 ,            0.0 ,    0.0 ,195.68776754186968 ,                       0.126305 ,             0.173267 ,              0.014477 ,           51.408584 ,      444.16388413189947
0.20161290322580644 ,0.05432945154019534  ,1537.9647052603818 ,  5078.233568548308  ,    100.0 ,            0.0 ,    0.0 ,195.7790046595403  ,                       0.127802 ,             0.178466 ,              0.014534 ,           51.847925 ,      352.03000380779383
0.195               ,0.055380917159763315 ,1555.477505150964  ,  5077.621099999956  ,    130.0 ,            1.0 ,    0.0 ,329.36814460064886 ,                       0.13005  ,             0.176581 ,              0.015215 ,            6.599515 ,      250.55061665295682
0.20091093117408906 ,0.05431220151699597  ,1553.4874535447502 ,  5082.105263157931  ,    650.0 ,            1.0 ,    0.0 ,189.37287611986406 ,                       0.124942 ,             0.176551 ,              0.014484 ,            6.542199 ,      307.71587925201237
0.19948717948717948 ,0.05694934656109892  ,1542.7488588405365 ,  5080.728717948778  ,    140.0 ,            0.0 ,    0.0 ,195.65773674782986 ,                       0.126123 ,             0.178213 ,              0.014461 ,           51.45618  ,      351.62727324966926
0.1993963782696177  ,0.05578300921187308  ,1550.0940816659427 ,  5077.605331991842  ,      1.0 ,            0.0 ,    0.0 ,194.6093217865136  ,                       0.127652 ,             0.176756 ,              0.014528 ,           52.444179 ,      326.2097633273854
0.2008              ,0.05647625219887047  ,1535.3799128702606 ,  5076.170400000183  ,    160.0 ,            0.0 ,    0.0 ,195.2602157310448  ,                       0.180366 ,             0.175088 ,              0.014206 ,           51.40011  ,      266.2215314044656
0.19828629032258063 ,0.05673032137866791  ,1531.6309584613039 ,  5084.125705645115  ,    750.0 ,            0.0 ,    0.0 ,194.12643106022898 ,                       0.135756 ,             0.178402 ,              0.014333 ,           50.938084 ,      230.1172239175551
0.20102564102564102 ,0.05573475002371692  ,1545.1450986333468 ,  5078.031282051254  ,     60.0 ,            1.0 ,    0.0 ,391.42634450506625 ,                       0.12092  ,             0.174621 ,              0.014059 ,            6.505361 ,      274.3507600057126
0.19447791164658634 ,0.0550083627578517   ,1581.5259979214684 ,  5083.41385542172   ,     10.0 ,            1.0 ,    0.0 ,460.2576185988062  ,                       0.132974 ,             0.186226 ,              0.014092 ,            6.487035 ,      364.4693211898638
0.1998              ,0.05465568308034061  ,1587.433117474178  ,  5083.182300000017  ,     10.0 ,            1.0 ,    0.0 ,428.45961177207266 ,                       0.132329 ,             0.173679 ,              0.014282 ,            6.49641  ,      420.9473725423501
0.2056              ,0.05579122095167835  ,1587.4910783001399 ,  5082.677100000068  ,     70.0 ,            1.0 ,    0.0 ,393.2219880006486  ,                       0.134765 ,             0.173081 ,              0.01423  ,            6.287273 ,      313.7175595076461
0.20150905432595573 ,0.05645910780669145  ,1622.8020338248107 ,  5084.455734406464  ,     20.0 ,            1.0 ,    0.0 ,435.10722795869737 ,                       0.130322 ,             0.178076 ,              0.014847 ,            6.396766 ,      455.96864087838634
0.2007              ,0.056018518518518516 ,1617.7379138396022 ,  5084.391900000017  ,     10.0 ,            1.0 ,    0.0 ,445.41348699579504 ,                       0.130271 ,             0.175989 ,              0.014199 ,            6.537843 ,      457.49107562839475
0.1955              ,0.05545790934320074  ,1591.3691774387773 ,  5083.300200000069  ,    950.0 ,            1.0 ,    0.0 ,179.7527564316739  ,                       0.132549 ,             0.176326 ,              0.014195 ,            6.065881 ,      436.46022685085467
0.19673684210526315 ,0.05396421937628312  ,1632.9561491112422 ,  5084.565684210579  ,     10.0 ,            1.0 ,    0.0 ,454.29147912463134 ,                       0.118738 ,             0.191957 ,              0.013955 ,            6.564978 ,      460.0061146924057
0.1993              ,0.055473235784404516 ,1586.8064029542527 ,  5082.916100000053  ,     30.0 ,            1.0 ,    0.0 ,416.9381107491857  ,                       0.131947 ,             0.175143 ,              0.014019 ,            6.551347 ,      379.27409547885424
0.1974974974974975  ,0.05542660848574877  ,1579.148786639927  ,  5082.796396396412  ,     20.0 ,            1.0 ,    0.0 ,446.7650753768844  ,                       0.132957 ,             0.204894 ,              0.014719 ,            6.498935 ,      397.214593393881
0.1996              ,0.05669342190238952  ,1585.599207454092  ,  5082.319100000051  ,     10.0 ,            1.0 ,    0.0 ,430.5028102688744  ,                       0.135852 ,             0.182944 ,              0.014382 ,            6.706216 ,      455.3765717035878
0.1991              ,0.0544494860635244   ,1547.1228079783884 ,  5080.400800000062  ,     10.0 ,            1.0 ,    0.0 ,439.9128268991283  ,                       0.133226 ,             0.179578 ,              0.014532 ,            6.57188  ,      421.7916499573861
0.2015              ,0.055235529127566664 ,1587.203583778716  ,  5084.155400000032  ,     20.0 ,            1.0 ,    0.0 ,425.2163164400494  ,                       0.134648 ,             0.176264 ,              0.014646 ,            6.573023 ,      364.34392848966775
0.1996              ,0.05469255663430421  ,1565.9068260383997 ,  5082.03940000007   ,     10.0 ,            1.0 ,    0.0 ,457.16451857467774 ,                       0.13109  ,             0.175036 ,              0.014601 ,            6.714381 ,      355.84278469005926
0.2                 ,0.05578742348358375  ,1543.3735027154885 ,  5081.448400000054  ,     10.0 ,            1.0 ,    0.0 ,419.1220685508118  ,                       0.133348 ,             0.17743  ,              0.014225 ,            6.73003  ,      406.4807306650918
0.2036              ,0.05870651369356033  ,1532.180306365581  ,  5082.38460000007   ,     10.0 ,            1.0 ,    0.0 ,452.0903265181568  ,                       0.134094 ,             0.17459  ,              0.014386 ,            6.639207 ,      379.1419392518568
0.1942              ,0.05479325050992027  ,1558.6382302473387 ,  5081.795700000059  ,     10.0 ,            1.0 ,    0.0 ,470.7306005142944  ,                       0.133311 ,             0.175486 ,              0.014695 ,            6.731559 ,      389.48479859132897
0.1946              ,0.055283123612139155 ,1542.0214729574152 ,  5081.013400000024  ,      1.0 ,            1.0 ,    0.0 ,472.41060419235515 ,                       0.132817 ,             0.175717 ,              0.014203 ,            6.590224 ,      450.8483159725008
0.2081              ,0.05540127742293807  ,1558.7193748662423 ,  5081.725900000009  ,      1.0 ,            1.0 ,    0.0 ,487.21071863581    ,                       0.188278 ,             0.175409 ,              0.016704 ,            6.625015 ,      460.87211547766344
0.1997              ,0.05534457206372731  ,1554.986016010758  ,  5079.229500000022  ,     10.0 ,            1.0 ,    0.0 ,428.049893519927   ,                       0.181953 ,             0.178661 ,              0.014679 ,            6.669579 ,      438.9991089327863
0.2006              ,0.05611064853362938  ,1548.675170338782  ,  5083.227900000104  ,      1.0 ,            1.0 ,    0.0 ,489.8741945382019  ,                       0.138269 ,             0.175356 ,              0.014369 ,            6.626892 ,      462.11839807837583
0.2006              ,0.05522554297382588  ,1558.2807114922737 ,  5079.088700000028  ,      1.0 ,            1.0 ,    0.0 ,511.414815965212   ,                       0.175253 ,             0.176669 ,              0.014633 ,            6.552619 ,      483.34449463000726
0.199               ,0.055756228582013526 ,1565.5770928517159 ,  5079.011700000039  ,      1.0 ,            1.0 ,    0.0 ,464.0850417615793  ,                       0.180496 ,             0.179276 ,              0.014452 ,            6.678387 ,      468.14878120710387
0.2054              ,0.055627425614489    ,1556.065184192992  ,  5080.566300000064  ,      1.0 ,            1.0 ,    0.0 ,459.2978690786448  ,                       0.181056 ,             0.1979   ,              0.014664 ,            6.613024 ,      451.4317903133834
0.201               ,0.05531383077207924  ,1555.1540838890546 ,  5079.063000000044  ,      1.0 ,            1.0 ,    0.0 ,485.50503509307293 ,                       0.179268 ,             0.197829 ,              0.014448 ,            6.671432 ,      491.608211600289
0.1981              ,0.0567856813359166   ,1553.1377342733545 ,  5081.327700000038  ,      1.0 ,            1.0 ,    0.0 ,449.84709480122325 ,                       0.180327 ,             0.178263 ,              0.015022 ,            6.622385 ,      487.4076787051298
0.2011              ,0.055560712959524694 ,1556.2022440436358 ,  5079.895100000047  ,      1.0 ,            1.0 ,    0.0 ,495.8499846295727  ,                       0.179534 ,             0.180309 ,              0.014636 ,            6.585721 ,      469.08968268651523
0.2043              ,0.05439214232765011  ,1564.9459616334718 ,  5079.74170000003   ,      1.0 ,            0.0 ,    0.0 ,194.6244720811195  ,                       0.187978 ,             0.183242 ,              0.014921 ,           52.337704 ,      479.25094360595887
0.2063              ,0.05549379284787845  ,1541.2780462512883 ,  5076.232800000187  ,      1.0 ,            1.0 ,    0.0 ,461.39505981047074 ,                       0.178101 ,             0.176714 ,              0.014472 ,            6.571185 ,      473.3781096061035
0.1958              ,0.0546448087431694   ,1573.653019895223  ,  5081.523400000032  ,      1.0 ,            1.0 ,    0.0 ,463.79257440932804 ,                       0.180138 ,             0.176523 ,              0.014388 ,            6.631143 ,      471.3725774709445
0.2021              ,0.056741521116347844 ,1563.707964402501  ,  5081.526200000009  ,      1.0 ,            1.0 ,    0.0 ,481.71014045377376 ,                       0.179288 ,             0.176491 ,              0.014245 ,            6.600401 ,      471.6600890785244
0.2065              ,0.05910307280612716  ,1561.5837895109978 ,  5081.504900000035  ,    130.0 ,            0.0 ,    0.0 ,195.04876219054765 ,                       0.180465 ,             0.199871 ,              0.014513 ,           51.077359 ,      493.26756428193517
0.19473684210526315 ,0.05546669175762138  ,1554.3450472950385 ,  5091.339979756938  ,    650.0 ,            0.0 ,    0.0 ,194.21150130470292 ,                       0.130267 ,             0.178516 ,              0.014813 ,           50.71856  ,      475.72787682211276
0.2032820512820513  ,0.05474280320906088  ,1535.4081658203024 ,  5079.904820512783  ,      1.0 ,            1.0 ,    0.0 ,451.2120282295183  ,                       0.123299 ,             0.177381 ,              0.01421  ,            6.630995 ,      483.79019376044124
0.2051              ,0.054875787912495366 ,1566.2447934107454 ,  5080.420300000061  ,      1.0 ,            1.0 ,    0.0 ,489.4311470313957  ,                       0.179168 ,             0.179335 ,              0.015112 ,            6.534875 ,      480.53578750350675
0.1968              ,0.05615420343706456  ,1569.5428329808663 ,  5081.816900000031  ,      1.0 ,            1.0 ,    0.0 ,534.5011424219344  ,                       0.181475 ,             0.18173  ,              0.014977 ,            6.632566 ,      475.27862417176794
0.2001              ,0.05649717514124294  ,1557.3762321960749 ,  5079.4483000000255 ,      1.0 ,            1.0 ,    0.0 ,476.58276125095347 ,                       0.181597 ,             0.180015 ,              0.015234 ,            6.622947 ,      495.82501753074365
0.2014              ,0.056823453010483346 ,1564.4898355095386 ,  5080.574800000053  ,      1.0 ,            1.0 ,    0.0 ,485.23728551553563 ,                       0.180614 ,             0.177629 ,              0.014971 ,            6.582115 ,      472.05419896342386
