write_ratio         ,hot_key_ratio        ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,throughput         ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,episode_duration (s)
0.2038              ,0.057013491036776935 ,1586.2272330788019 ,  5083.425200000022  ,    160.0 ,            0.0 ,    0.0 ,195.56431739773285 ,                       0.124981 ,             0        ,              0.01601  ,           51.309501
0.20665322580645162 ,0.05721090977022231  ,1554.757558127871  ,  5078.312701612845  ,    100.0 ,            0.0 ,    0.0 ,195.72535817740547 ,                       0.133117 ,             0.176244 ,              0.015168 ,           51.690028
0.1994              ,0.055431858242879675 ,1547.6320919466796 ,  5077.706399999927  ,    150.0 ,            0.0 ,    0.0 ,195.8999525091024  ,                       0.12139  ,             0.174647 ,              0.014266 ,           51.186241
0.2015151515151515  ,0.05613247263541959  ,1554.8999845923547 ,  5078.102323232234  ,    650.0 ,            0.0 ,    0.0 ,194.67683645149054 ,                       0.123392 ,             0.172982 ,              0.014576 ,           50.739764
0.20297435897435898 ,0.055007119126720454 ,1551.275379064083  ,  5077.340717948589  ,    190.0 ,            1.0 ,    0.0 ,310.92436974789916 ,                       0.118807 ,             0.17821  ,              0.014776 ,            6.438295
0.20020242914979758 ,0.05525971599402093  ,1599.056362528736  ,  5083.497267206532  ,    180.0 ,            0.0 ,    0.0 ,195.7024531994386  ,                       0.122138 ,             0.173741 ,              0.014744 ,           51.283821
0.2007070707070707  ,0.05696261682242991  ,1551.4138551600026 ,  5077.291616161525  ,     20.0 ,            1.0 ,    0.0 ,444.3769919562908  ,                       0.131297 ,             0.1758   ,              0.016081 ,            6.669544
0.2035              ,0.05593047980031432  ,1550.417162993961  ,  5081.786900000023  ,     80.0 ,            0.0 ,    0.0 ,195.94012069911435 ,                       0.127281 ,             0.172677 ,              0.014166 ,           51.678243
0.1997              ,0.05631005173688101  ,1542.0400202562378 ,  5077.641599999946  ,    190.0 ,            1.0 ,    0.0 ,301.9552191737622  ,                       0.126862 ,             0.174093 ,              0.014649 ,            6.455722
0.20617408906882592 ,0.055                ,1576.6406957134523 ,  5082.399595141761  ,    250.0 ,            1.0 ,    0.0 ,266.9491525423729  ,                       0.121529 ,             0.173495 ,              0.014775 ,            6.44767
0.2069              ,0.05579636631928433  ,1598.5546508269083 ,  5082.62300000001   ,     50.0 ,            1.0 ,    0.0 ,391.84508816120905 ,                       0.122127 ,             0.165905 ,              0.014408 ,            6.447442
0.1979              ,0.05482006339735223  ,1604.5945317985709 ,  5083.327400000018  ,    950.0 ,            1.0 ,    0.0 ,165.0356609719688  ,                       0.129391 ,             0.174231 ,              0.014392 ,            6.170542
