write_ratio         ,hot_key_ratio        ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,throughput         ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,episode_duration (s) ,optimal_action_predicted
0.1965              ,0.05534439603226105  ,1564.8291503885314 ,  5080.404300000038  ,      1.0 ,            1.0 ,    0.0 ,466.97746697746703 ,                       0.184627 ,             0.177563 ,              0.017374 ,            6.525765 ,      485.3037048357539
0.2027              ,0.056264447526583446 ,1572.2504091781689 ,  5081.6309000000765 ,      1.0 ,            1.0 ,    0.0 ,514.094377822769   ,                       0.187466 ,             0.175348 ,              0.014468 ,            6.529443 ,      491.8391573518864
0.1964              ,0.05477671525392257  ,1573.4237401635448 ,  5081.341700000083  ,      1.0 ,            1.0 ,    0.0 ,485.8029480217223  ,                       0.179422 ,             0.176296 ,              0.014996 ,            6.548775 ,      489.20656520246354
0.1957              ,0.054741818856030404 ,1576.492354957974  ,  5081.553300000046  ,      1.0 ,            1.0 ,    0.0 ,478.2879377431907  ,                       0.179889 ,             0.176073 ,              0.01457  ,            6.526977 ,      488.6559814990713
0.2037              ,0.0588885816975394   ,1577.4950766378658 ,  5081.812000000035  ,    100.0 ,            0.0 ,    0.0 ,195.7905041605482  ,                       0.183167 ,             0.179067 ,              0.014591 ,           51.677267 ,      480.74734307329555
0.1986              ,0.054947602707966246 ,1537.7440034519277 ,  5078.909199999886  ,      1.0 ,            1.0 ,    0.0 ,454.2107685227796  ,                       0.131398 ,             0.178137 ,              0.014881 ,            6.593187 ,      484.62966162373345
0.1974              ,0.05632365222232532  ,1563.6314339328974 ,  5080.771000000044  ,      1.0 ,            1.0 ,    0.0 ,502.9821073558648  ,                       0.182861 ,             0.179197 ,              0.015204 ,            6.631156 ,      485.3667780187191
0.194               ,0.05448867344085019  ,1560.5181419597113 ,  5082.2006000000465 ,      1.0 ,            1.0 ,    0.0 ,497.29060226041184 ,                       0.179778 ,             0.180316 ,              0.014719 ,            6.580313 ,      484.8853860567129
0.2016              ,0.05732926152137701  ,1566.9501383930362 ,  5081.310000000017  ,      1.0 ,            1.0 ,    0.0 ,483.4811869073111  ,                       0.180658 ,             0.175655 ,              0.014971 ,            6.648795 ,      510.89008159913755
0.2018              ,0.055822995741529345 ,1558.5473777362442 ,  5079.739700000046  ,      1.0 ,            1.0 ,    0.0 ,458.3714547118024  ,                       0.186706 ,             0.184954 ,              0.015476 ,            6.618232 ,      481.28803309815953
0.1962              ,0.05465999629423754  ,1556.5893384215126 ,  5082.2223000000195 ,      1.0 ,            1.0 ,    0.0 ,485.75851393188856 ,                       0.183013 ,             0.177281 ,              0.014743 ,            6.577155 ,      486.2445365132839
0.1986              ,0.054717155818905655 ,1570.561397171419  ,  5080.910200000039  ,    250.0 ,            1.0 ,    0.0 ,268.8326166587036  ,                       0.183605 ,             0.17695  ,              0.014585 ,            6.366678 ,      485.4312117328876
0.1962              ,0.05501813784764208  ,1616.6776466023498 ,  5086.155700000004  ,      1.0 ,            1.0 ,    0.0 ,456.09416137525164 ,                       0.136877 ,             0.184212 ,              0.014619 ,            6.56675  ,      486.2948853498836
0.2029              ,0.05433274761860723  ,1566.532106780468  ,  5083.708600000089  ,      1.0 ,            1.0 ,    0.0 ,454.16472778036297 ,                       0.174175 ,             0.178334 ,              0.015138 ,            6.561031 ,      488.22314747590804
0.1981              ,0.05526754304758378  ,1569.0980573310771 ,  5082.030800000028  ,    950.0 ,            0.0 ,    0.0 ,193.59308770785785 ,                       0.186264 ,             0.175629 ,              0.015899 ,           49.705817 ,      480.61076083252823
0.19789473684210526 ,0.055094671091157524 ,1553.8795465288783 ,  5079.316631578934  ,      1.0 ,            1.0 ,    0.0 ,459.04149441126935 ,                       0.123127 ,             0.179269 ,              0.014598 ,            6.64068  ,      481.6781737038797
0.1998              ,0.05717197924388436  ,1564.7079496082674 ,  5081.4376000000375 ,      1.0 ,            1.0 ,    0.0 ,483.31025996000614 ,                       0.175169 ,             0.180541 ,              0.015089 ,            6.58572  ,      482.6062657623079
0.1986              ,0.05602810650887574  ,1560.9220054101559 ,  5080.687000000067  ,      1.0 ,            1.0 ,    0.0 ,474.8766954377312  ,                       0.18633  ,             0.182733 ,              0.015358 ,            6.620248 ,      487.1608877416093
0.2042              ,0.056351701183431954 ,1561.587691191037  ,  5080.497300000036  ,      1.0 ,            1.0 ,    0.0 ,477.0599969311033  ,                       0.181292 ,             0.177248 ,              0.014704 ,            6.636479 ,      487.19957415715083
0.2009              ,0.05491757732913503  ,1566.528180353763  ,  5082.201800000035  ,      1.0 ,            1.0 ,    0.0 ,469.3563289190021  ,                       0.18117  ,             0.180336 ,              0.017903 ,            6.554214 ,      482.7517465357533
0.1927              ,0.05398386049531583  ,1576.104490684198  ,  5083.055800000031  ,      1.0 ,            1.0 ,    0.0 ,494.66357308584685 ,                       0.190053 ,             0.180828 ,              0.015818 ,            6.529629 ,      483.43338171452194
0.2009              ,0.05579220298175757  ,1566.572108374205  ,  5081.165300000025  ,      1.0 ,            1.0 ,    0.0 ,498.44333748443336 ,                       0.184897 ,             0.179579 ,              0.01495  ,            6.541411 ,      480.70553393751294
0.2104              ,0.054379966734429866 ,1572.5448761062657 ,  5081.2167000000445 ,      1.0 ,            1.0 ,    0.0 ,485.1561298261806  ,                       0.183405 ,             0.181671 ,              0.016007 ,            6.622687 ,      478.47604688587705
0.191               ,0.055194503760096554 ,1568.543795311309  ,  5082.209000000017  ,      1.0 ,            1.0 ,    0.0 ,458.9230769230769  ,                       0.190967 ,             0.180543 ,              0.015071 ,            6.576482 ,      484.98935602331426
0.1966              ,0.055206794682422455 ,1570.5478306415453 ,  5081.9169000000375 ,      1.0 ,            1.0 ,    0.0 ,445.55521378037525 ,                       0.181026 ,             0.181008 ,              0.01481  ,            6.604546 ,      482.5406615270829
0.2061              ,0.05695969006549211  ,1563.2281223488628 ,  5080.403700000021  ,      1.0 ,            1.0 ,    0.0 ,499.92304140372477 ,                       0.187813 ,             0.177847 ,              0.015931 ,            6.595939 ,      483.53002052419646
0.2006              ,0.05533432117058715  ,1561.6554859942146 ,  5081.50450000005   ,      1.0 ,            1.0 ,    0.0 ,478.86241352805536 ,                       0.183625 ,             0.178305 ,              0.014491 ,            6.611329 ,      480.7872138215594
0.2006              ,0.05718257645968489  ,1566.796695124395  ,  5079.211700000026  ,      1.0 ,            1.0 ,    0.0 ,452.17122546747026 ,                       0.1796   ,             0.175142 ,              0.014724 ,            6.571135 ,      483.39269236162517
0.1994              ,0.0556174042118935   ,1561.9852770391756 ,  5079.064500000027  ,      1.0 ,            0.0 ,    0.0 ,194.7002589513444  ,                       0.185006 ,             0.202014 ,              0.014994 ,           52.185951 ,      483.2408935115031
0.1988              ,0.05461097763814452  ,1537.8572788476652 ,  5075.898900000183  ,      1.0 ,            1.0 ,    0.0 ,523.4206471494607  ,                       0.179821 ,             0.175199 ,              0.014277 ,            6.541237 ,      486.06145820264265
0.2001              ,0.05448390985810999  ,1571.0210710059105 ,  5081.887900000049  ,      1.0 ,            1.0 ,    0.0 ,462.16299019607845 ,                       0.179063 ,             0.176492 ,              0.014971 ,            6.589795 ,      484.85705572318534
0.1991              ,0.05550925925925926  ,1562.8418716594256 ,  5080.582300000065  ,      1.0 ,            1.0 ,    0.0 ,482.2662367572547  ,                       0.193159 ,             0.174677 ,              0.01607  ,            6.575058 ,      482.5119519637954
