write_ratio        ,hot_key_ratio      ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,blocksize * early_execution ,throughput          ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,communication_overhead (s) ,episode_duration (s)
0.9009333333333334 ,0.6615111811644173 ,1470.9819392837496 , 12.666266666666978  ,     20.0 ,            1.0 ,    0.0 ,20.0                        , 201.91204588910134 ,                       0.124494 ,             0        ,              0.017366 ,                  0.141185 ,            6.648444
0.8974734042553192 ,0.6667153711279953 ,1440.1247086715807 , 12.267686170213029  ,     50.0 ,            1.0 ,    1.0 ,50.0                        ,   0.0              ,                       0.111529 ,             0.167426 ,              0.014035 ,                  0.106712 ,           16.457327
0.8974734042553192 ,0.6667153711279953 ,1440.1247086715807 , 12.267686170213029  ,      1.0 ,            0.0 ,    0.0 ,-1.0                        ,1453.4883720930231  ,                       0.111529 ,             0.172499 ,              0.014035 ,                  0.181873 ,            5.161067
0.8934611799174325 ,0.6670443349753694 ,1457.5301453880982 , 12.275595792837526  ,      1.0 ,            0.0 ,    0.0 ,-1.0                        ,1482.5064241945047  ,                       0.154863 ,             0.221338 ,              0.018424 ,                  0.113037 ,            6.246937
0.8970803892814292 ,0.6635247913598429 ,1482.8946197870848 , 12.37288361551829   ,      1.0 ,            1.0 ,    0.0 ,1.0                         , 266.21880998080616 ,                       0.157551 ,             0.168829 ,              0.013981 ,                  0.106283 ,            6.488728
0.8975006647168307 ,0.6668795441147574 ,1458.0460903062033 , 12.732252060622486  ,     10.0 ,            0.0 ,    0.0 ,-10.0                       ,1445.7297088876035  ,                       0.162676 ,             0.171241 ,              0.014098 ,                  0.117796 ,            6.412915
0.900520069342579  ,0.6656665027053615 ,1446.4483318587238 ,  9.314517200159573  ,      1.0 ,            1.0 ,    1.0 ,1.0                         , 272.2102373014317  ,                       0.123232 ,             0.166881 ,              0.014018 ,                  0.129376 ,            6.42459
0.8946666666666667 ,0.6630573248407643 ,1470.7197349410064 , 12.482133333333593  ,     10.0 ,            0.0 ,    0.0 ,-10.0                       ,1458.7032033963721  ,                       0.159774 ,             0.180238 ,              0.014547 ,                  0.08011  ,            6.385179
0.89825774704083   ,0.668415375563836  ,1461.8837070438856 ,  9.283415347785827  ,     10.0 ,            1.0 ,    0.0 ,10.0                        , 281.0969637610186  ,                       0.131192 ,             0.171851 ,              0.015025 ,                  0.184657 ,            6.238794
0.8944             ,0.6595565673562308 ,1469.1107707562337 , 13.094533333333677  ,     10.0 ,            0.0 ,    0.0 ,-10.0                       ,1469.331765628062   ,                       0.114985 ,             0.16457  ,              0.013809 ,                  0.153543 ,            6.380831
0.9026407041877834 ,0.6668288884562974 ,1470.3777133253714 ,  9.613230194718845  ,     10.0 ,            0.0 ,    0.0 ,-10.0                       ,1449.2473948282516  ,                       0.113797 ,             0.166435 ,              0.013718 ,                  0.086063 ,            6.505356
0.9009333333333334 ,0.6642113533686899 ,1461.7227435483458 , 10.67706666666698   ,     20.0 ,            1.0 ,    0.0 ,20.0                        , 206.4628482972136  ,                       0.112918 ,             0.163603 ,              0.014059 ,                  0.134497 ,            6.457236
0.9019946808510638 ,0.6636968866261993 ,1463.5214355154892 , 13.627792553191808  ,     10.0 ,            0.0 ,    0.0 ,-10.0                       ,1482.4041122973508  ,                       0.129165 ,             0.172629 ,              0.014196 ,                  0.157218 ,            6.230611
0.9009069085089357 ,0.6576669617389593 ,1483.789334368701  ,  9.71965857562043   ,    550.0 ,            0.0 ,    0.0 ,-550.0                      ,1479.7185430463576  ,                       0.116761 ,             0.168711 ,              0.01404  ,                  0.182095 ,            6.047891
0.8955244755244756 ,0.6608063518251186 ,1484.599101142726  ,  8.82195804195825   ,    900.0 ,            0.0 ,    0.0 ,-900.0                      ,1490.6832298136644  ,                       0.10212  ,             0.165598 ,              0.013623 ,                  0.180889 ,            6.256258
0.8933333333333333 ,0.6648047555601106 ,1506.0524482765113 ,  8.639444444444631  ,    850.0 ,            0.0 ,    0.0 ,-850.0                      ,1500.7724564113882  ,                       0.102046 ,             0.166467 ,              0.013883 ,                  0.122624 ,            5.842568
0.898235294117647  ,0.6644212114679888 ,1512.8875773241289 ,  8.40970588235319   ,    850.0 ,            0.0 ,    1.0 ,-850.0                      , 123.75874708430523 ,                       0.096682 ,             0.16565  ,              0.013891 ,                  0.154427 ,           16.306453
0.898235294117647  ,0.6628721541155866 ,1472.4236699900137 , 41.27882352941193   ,    600.0 ,            0.0 ,    0.0 ,-600.0                      ,1458.6709886547812  ,                       0.051553 ,             0.173065 ,              0.015074 ,                  0.176631 ,           18.424407
0.8980555555555556 ,0.6599816289038579 ,1474.997259987729  ,  9.320277777777916  ,    800.0 ,            0.0 ,    0.0 ,-800.0                      ,1470.287931386563   ,                       0.103166 ,             0.166632 ,              0.013772 ,                  0.189789 ,            6.038522
0.8983333333333333 ,0.6613629387086872 ,1482.3364174852286 ,  8.295694444444662  ,     20.0 ,            1.0 ,    0.0 ,20.0                        , 207.79220779220782 ,                       0.10493  ,             0.173738 ,              0.013826 ,                  0.067118 ,            6.463555
0.8984             ,0.6588523786169691 ,1454.4718318258217 , 13.210266666666977  ,    400.0 ,            0.0 ,    0.0 ,-400.0                      ,1473.3933688088416  ,                       0.112048 ,             0.169068 ,              0.01411  ,                  0.106925 ,            6.157781
0.8962355882761495 ,0.6600163699611213 ,1477.0154726552096 ,  8.747881650229383  ,    550.0 ,            0.0 ,    0.0 ,-550.0                      ,1484.0182648401828  ,                       0.102983 ,             0.163998 ,              0.014007 ,                  0.150078 ,            6.251398
0.9012587412587413 ,0.6622219934102141 ,1488.2247081934784 ,  8.1713286713289    ,    400.0 ,            0.0 ,    0.0 ,-400.0                      ,1450.735442272819   ,                       0.102374 ,             0.164156 ,              0.01389  ,                  0.139215 ,            6.450625
0.9004166666666666 ,0.6671263663295536 ,1453.672370109831  ,  8.529722222222452  ,    550.0 ,            0.0 ,    0.0 ,-550.0                      ,1468.4740193058124  ,                       0.101073 ,             0.165034 ,              0.013759 ,                  0.145845 ,            6.347787
0.8994405594405595 ,0.6574064529429956 ,1472.2894533420147 ,  8.72027972027995   ,    750.0 ,            0.0 ,    0.0 ,-750.0                      ,1448.1560146746476  ,                       0.100844 ,             0.163873 ,              0.014072 ,                  0.112258 ,            6.611887
0.8972             ,0.6614644680015704 ,1464.470481644815  ,  8.242533333333553  ,    650.0 ,            0.0 ,    0.0 ,-650.0                      ,1461.8687384992843  ,                       0.106166 ,             0.164435 ,              0.014194 ,                  0.077395 ,            5.998441
0.8944055944055944 ,0.6641158221302998 ,1466.571301927649  ,  8.332027972028179  ,    850.0 ,            0.0 ,    0.0 ,-850.0                      ,1447.116407746329   ,                       0.100198 ,             0.164163 ,              0.013775 ,                  0.126819 ,            6.047137
0.8977941176470589 ,0.6624864277958741 ,1453.167509824374  ,  8.335000000000212  ,    500.0 ,            0.0 ,    0.0 ,-500.0                      ,1492.2403501790689  ,                       0.095948 ,             0.162161 ,              0.013672 ,                  0.143354 ,            6.377576
0.9005333333333333 ,0.6658135643271975 ,1505.3460860901405 ,  8.644533333333538  ,     10.0 ,            1.0 ,    0.0 ,10.0                        , 278.57847976308    ,                       0.104621 ,             0.16431  ,              0.013933 ,                  0.117835 ,            6.306009
0.900132802124834  ,0.6651243493348756 ,1487.6228004963484 , 13.604648074369527  ,    500.0 ,            0.0 ,    0.0 ,-500.0                      ,1468.1559866745051  ,                       0.114643 ,             0.166574 ,              0.015286 ,                  0.081491 ,            6.401112
