write_ratio         ,hot_key_ratio         ,trans_arrival_rate ,execution_delay (us) ,blocksize ,early_execution ,reorder ,throughput         ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,episode_duration (s)
0.501               ,0.00758491352365076   ,4014.782428903222  ,   578.6020000000074 ,     50.0 ,            1.0 ,    0.0 ,3675.6539235412474 ,                       0.144531 ,             0        ,              0        ,            2.631235
0.5029              ,0.007827707599917168  ,4063.0949894725213 ,   582.2241000000041 ,      1.0 ,            0.0 ,    0.0 ,1574.3073047858943 ,                       0.151103 ,             0.161024 ,              0.014265 ,            6.856269
0.5022              ,0.006675010429703796  ,3756.114014587244  ,   584.0766999999995 ,      1.0 ,            0.0 ,    0.0 ,1564.2108556233381 ,                       0.211037 ,             0.161861 ,              0.014512 ,            6.953036
0.4927              ,0.00698861734181453   ,3773.4410877170344 ,   582.9268000000033 ,     30.0 ,            1.0 ,    0.0 ,3730.410069021518  ,                       0.213892 ,             0.152618 ,              0.015389 ,            2.595755
0.4968968968968969  ,0.007330149953924772  ,4116.825536021812  ,   585.8542542542564 ,      1.0 ,            0.0 ,    0.0 ,1570.35175879397   ,                       0.154519 ,             0.151463 ,              0.014228 ,            6.77065
0.4909              ,0.007179829687760895  ,3763.840110566567  ,   583.7701          ,     20.0 ,            1.0 ,    0.0 ,3504.583651642475  ,                       0.202204 ,             0.153085 ,              0.014224 ,            2.685265
0.4981              ,0.007372542485838054  ,4017.2775071025467 ,   584.9482000000077 ,     20.0 ,            1.0 ,    0.0 ,3642.6007179896287 ,                       0.161016 ,             0.153686 ,              0.015525 ,            2.640228
0.5033              ,0.0071273757919306435 ,4153.934856332009  ,   594.4560000000049 ,     30.0 ,            1.0 ,    0.0 ,3632.1017083829956 ,                       0.155819 ,             0.157273 ,              0.014088 ,            2.612068
0.4931931931931932  ,0.00817061929104165   ,4111.561183240635  ,   589.9321321321352 ,     40.0 ,            1.0 ,    0.0 ,3623.715415019763  ,                       0.146917 ,             0.152516 ,              0.013817 ,            2.645473
0.4883              ,0.007729589705022144  ,4013.1776701978615 ,   589.262200000008  ,     30.0 ,            1.0 ,    0.0 ,3741.7783191230205 ,                       0.145745 ,             0.152558 ,              0.013858 ,            2.611967
0.5015015015015015  ,0.007144647781398847  ,4088.272305945183  ,   586.5206206206276 ,     50.0 ,            1.0 ,    0.0 ,3663.9935846030476 ,                       0.148776 ,             0.173148 ,              0.013865 ,            2.553186
0.508               ,0.00730018354747205   ,4137.175500639608  ,   589.864200000005  ,     50.0 ,            1.0 ,    0.0 ,3669.9801192842942 ,                       0.145327 ,             0.15402  ,              0.014008 ,            2.599408
0.495               ,0.00729349003917646   ,4134.360087879958  ,   588.8988000000043 ,     30.0 ,            1.0 ,    0.0 ,3603.995299647474  ,                       0.145393 ,             0.154849 ,              0.013805 ,            2.663942
0.4956956956956957  ,0.007055189112465559  ,4064.6023586085958 ,   585.5390390390462 ,     40.0 ,            1.0 ,    0.0 ,3538.461538461538  ,                       0.150034 ,             0.156265 ,              0.013807 ,            2.666611
0.5023              ,0.007056284243732359  ,4010.08456065313   ,   579.8808000000051 ,     30.0 ,            1.0 ,    0.0 ,3630.4176516942475 ,                       0.146453 ,             0.152524 ,              0.013767 ,            2.663592
0.4995995995995996  ,0.0076690973095297965 ,4073.4758818830633 ,   585.8151151151179 ,     50.0 ,            1.0 ,    0.0 ,3593.6145053212454 ,                       0.148987 ,             0.152666 ,              0.013832 ,            2.604664
0.4969              ,0.007358167147455998  ,4101.214697769185  ,   589.2501000000095 ,     30.0 ,            1.0 ,    0.0 ,3561.697158427404  ,                       0.1485   ,             0.153034 ,              0.015244 ,            2.637365
0.5059059059059059  ,0.008067198935462408  ,4067.9026195419765 ,   590.0285285285381 ,     30.0 ,            1.0 ,    0.0 ,3656.5130260521046 ,                       0.148455 ,             0.153543 ,              0.013859 ,            2.638289
0.509009009009009   ,0.007184385382059801  ,4095.1014552162333 ,   589.9006006006053 ,     50.0 ,            1.0 ,    0.0 ,3547.302580140735  ,                       0.148173 ,             0.155203 ,              0.014029 ,            2.65848
0.5013              ,0.007236732656795874  ,4072.2714152609187 ,   586.5292000000056 ,     30.0 ,            1.0 ,    0.0 ,3458.7396849212305 ,                       0.146214 ,             0.156044 ,              0.014084 ,            2.744616
0.5008008008008008  ,0.0070951585976627716 ,3960.691229824362  ,   582.5043043043117 ,     50.0 ,            1.0 ,    0.0 ,3660.1437699680514 ,                       0.148562 ,             0.155184 ,              0.014106 ,            2.60454
0.4998              ,0.007290451591401433  ,4019.97929710662   ,   584.675400000008  ,     50.0 ,            1.0 ,    0.0 ,3496.378192908883  ,                       0.147827 ,             0.15447  ,              0.013889 ,            2.736556
0.4922              ,0.006851031832233269  ,4056.104030956186  ,   581.2347000000055 ,     30.0 ,            1.0 ,    0.0 ,3638.855780691299  ,                       0.149175 ,             0.179715 ,              0.014042 ,            2.621821
0.49519519519519517 ,0.007807933194154489  ,4106.582041205584  ,   586.5278278278348 ,     50.0 ,            1.0 ,    0.0 ,3657.451923076923  ,                       0.151236 ,             0.163458 ,              0.014104 ,            2.644284
0.5                 ,0.0074850299401197605 ,4189.441518119544  ,   585.2123000000033 ,     50.0 ,            1.0 ,    0.0 ,3699.354317998386  ,                       0.148633 ,             0.157882 ,              0.014439 ,            2.562561
0.4991              ,0.007246983914209115  ,4171.930252001275  ,   585.870200000005  ,     50.0 ,            1.0 ,    0.0 ,3554.001554001554  ,                       0.144101 ,             0.169127 ,              0.013792 ,            2.669873
0.4934              ,0.007150025087807326  ,4040.822000174563  ,   586.5482000000046 ,     50.0 ,            1.0 ,    0.0 ,3555.6423272159313 ,                       0.144863 ,             0.154033 ,              0.01387  ,            2.690374
0.5026              ,0.007951787059512848  ,3973.662564522346  ,   589.4446000000081 ,     20.0 ,            1.0 ,    0.0 ,3680.8764940239043 ,                       0.144917 ,             0.152613 ,              0.013856 ,            2.651556
0.4994              ,0.007214947034781883  ,4012.752527532498  ,   585.3548000000059 ,     20.0 ,            1.0 ,    0.0 ,3508.4291187739464 ,                       0.147911 ,             0.153013 ,              0.013781 ,            2.702543
0.4994              ,0.007794361525704809  ,3988.2362982147856 ,   584.4244000000074 ,     30.0 ,            1.0 ,    0.0 ,3576.5661252900236 ,                       0.150034 ,             0.154885 ,              0.014225 ,            2.703475
0.5058058058058058  ,0.007091606874687135  ,4010.617900122366  ,   583.6643643643724 ,     50.0 ,            1.0 ,    0.0 ,3601.4206787687453 ,                       0.148633 ,             0.155247 ,              0.014172 ,            2.595321
0.5059              ,0.007490013315579228  ,4089.954458357106  ,   586.4864000000042 ,     20.0 ,            1.0 ,    0.0 ,3653.3121777072593 ,                       0.146852 ,             0.157226 ,              0.014283 ,            2.666677
0.499               ,0.007210736912304102  ,4094.5446743485786 ,   586.045100000002  ,     50.0 ,            1.0 ,    0.0 ,3596.484375        ,                       0.153155 ,             0.15902  ,              0.01404  ,            2.659581
0.5046              ,0.007497068185625733  ,3976.611163779117  ,   582.4096000000067 ,     50.0 ,            1.0 ,    0.0 ,3645.2635751089974 ,                       0.145315 ,             0.15272  ,              0.013613 ,            2.658461
0.4978              ,0.0069166666666666664 ,4024.8073022883846 ,   581.8962000000049 ,     30.0 ,            1.0 ,    0.0 ,3652.104845115171  ,                       0.144439 ,             0.152569 ,              0.013682 ,            2.667021
0.495995995995996   ,0.0077529125806721985 ,4018.287027167482  ,   584.163063063069  ,     20.0 ,            1.0 ,    0.0 ,3541.7468257021933 ,                       0.14659  ,             0.152055 ,              0.013585 ,            2.699344
0.4986              ,0.006943863465238852  ,4005.8148408229385 ,   583.1284000000076 ,     30.0 ,            1.0 ,    0.0 ,3556.07476635514   ,                       0.148366 ,             0.152293 ,              0.013618 ,            2.668875
0.5064064064064064  ,0.0074104912572855956 ,4080.4906391747527 ,   589.4578578578671 ,     50.0 ,            0.0 ,    0.0 ,1632.6530612244899 ,                       0.147231 ,             0.151087 ,              0.013651 ,            6.576247
0.5007              ,0.007335167125114612  ,4014.7485803849017 ,   587.2149000000115 ,     50.0 ,            1.0 ,    0.0 ,3558.456742010912  ,                       0.145167 ,             0.172758 ,              0.013833 ,            2.665982
0.4983              ,0.0070198896874477685 ,3988.643534129626  ,   589.2812000000062 ,     20.0 ,            1.0 ,    0.0 ,3498.4836997725547 ,                       0.145389 ,             0.153211 ,              0.014032 ,            2.767824
0.499               ,0.006673896721448236  ,3893.8171634787986 ,   583.8338000000052 ,     30.0 ,            1.0 ,    0.0 ,3796.9459347915804 ,                       0.14888  ,             0.153696 ,              0.01393  ,            2.569927
0.4972972972972973  ,0.007308363092766381  ,4141.634789068903  ,   589.6473473473509 ,     50.0 ,            1.0 ,    0.0 ,3557.9315707620526 ,                       0.147002 ,             0.153371 ,              0.013885 ,            2.644685
0.5091              ,0.006696057228414573  ,4077.202647572311  ,   589.2574000000047 ,     30.0 ,            1.0 ,    0.0 ,3672.0064076892268 ,                       0.145144 ,             0.152603 ,              0.013659 ,            2.597878
0.5023023023023023  ,0.007363400552255041  ,4158.779625060414  ,   587.6828828828872 ,     50.0 ,            1.0 ,    0.0 ,3576.8930523028885 ,                       0.146952 ,             0.152491 ,              0.013686 ,            2.640149
0.5011              ,0.007425537210652949  ,4017.572863705849  ,   580.7602000000027 ,     30.0 ,            1.0 ,    0.0 ,3452.872699962448  ,                       0.15053  ,             0.152119 ,              0.015028 ,            2.726715
0.5032032032032032  ,0.007691668052552802  ,3904.967399971856  ,   584.9773773773819 ,     50.0 ,            1.0 ,    0.0 ,3580.594679186229  ,                       0.148163 ,             0.152999 ,              0.013617 ,            2.647257
0.4974              ,0.007274087621581179  ,4081.532697158437  ,   588.8664000000111 ,     30.0 ,            1.0 ,    0.0 ,3542.8902627511593 ,                       0.145038 ,             0.151829 ,              0.013677 ,            2.689217
0.4966966966966967  ,0.00706743161220587   ,4000.6343348134474 ,   590.6718718718771 ,     30.0 ,            1.0 ,    0.0 ,3402.153731897512  ,                       0.147009 ,             0.154087 ,              0.013664 ,            2.79285
0.5024024024024024  ,0.008358283433133733  ,3893.961086115008  ,   585.6448448448514 ,     30.0 ,            1.0 ,    0.0 ,3542.9566563467492 ,                       0.147707 ,             0.153868 ,              0.013855 ,            2.686584
0.4983983983983984  ,0.007835414397050197  ,3958.785829686614  ,   582.6781781781832 ,     50.0 ,            1.0 ,    0.0 ,3540.488182874855  ,                       0.146705 ,             0.153717 ,              0.013864 ,            2.673611
0.5043              ,0.0073828287017834926 ,4000.123203794677  ,   581.6130000000064 ,     50.0 ,            1.0 ,    0.0 ,3584.507042253521  ,                       0.147959 ,             0.155434 ,              0.014191 ,            2.653319
0.5002              ,0.007401862940785097  ,4053.9581834213377 ,   585.8197000000023 ,     30.0 ,            1.0 ,    0.0 ,3713.5332252836306 ,                       0.146003 ,             0.152481 ,              0.013535 ,            2.598263
0.4942942942942943  ,0.008096828046744574  ,4172.930587748292  ,   588.6918918918963 ,     30.0 ,            1.0 ,    0.0 ,3627.916172400158  ,                       0.147658 ,             0.152334 ,              0.013644 ,            2.629311
0.503003003003003   ,0.007396941489361702  ,4112.6427743665845 ,   588.2434434434466 ,     30.0 ,            1.0 ,    0.0 ,3441.851712457659  ,                       0.147511 ,             0.152575 ,              0.013731 ,            2.724822
0.4978978978978979  ,0.0071279699874947896 ,3930.529948749667  ,   582.6586586586643 ,     50.0 ,            1.0 ,    0.0 ,3612.2689736531656 ,                       0.148673 ,             0.154346 ,              0.01409  ,            2.654965
