write_ratio         ,hot_key_ratio        ,trans_arrival_rate  ,execution_delay (us) ,blocksize ,early_execution ,reorder ,throughput            ,feature_extraction_overhead (s) ,training_overhead (s) ,inference_overhead (s) ,communication_overhead (s) ,episode_duration (s)
0.20546666666666666 ,0.05646753887928906  ,2997.8559334364063  ,  5081.537333333353  ,    100.0 ,            1.0 ,    1.0 ,   0.5967378331786235 ,                       0.097883 ,             0        ,              0        ,                  0.157904 ,           15.400195
0.2                 ,0.06682027649769585  ,2425.18310132415    ,  5078.010000000002  ,    700.0 ,            0.0 ,    1.0 , 847.9709267110842    ,                       0.008061 ,             0.155185 ,              0.013781 ,                  0.213132 ,            8.259129
0.202               ,0.05640484976278334  ,3088.121760229403   ,  5093.793714285678  ,    350.0 ,            1.0 ,    0.0 , 622.8387615601125    ,                       0.089528 ,             0.155357 ,              0.013849 ,                  0.117324 ,            5.215874
0.1937888198757764  ,0.056023054755043225 , 743.1895220063495  ,  5080.428819875782  ,    900.0 ,            0.0 ,    0.0 , 190.8402020739165    ,                       0.122159 ,             0.154099 ,              0.01414  ,                  0.096352 ,           15.440669
0.18437603442568687 ,0.05686032138442522  ,2893.0962162783344  ,  5103.646143661027  ,    550.0 ,            0.0 ,    1.0 , 998.6033519553073    ,                       0.050606 ,             0.169737 ,              0.01551  ,                  0.225872 ,           10.356838
0.20422360248447205 ,0.057047750229568414 , 399.6436271039996  ,  5094.620000000021  ,    600.0 ,            0.0 ,    1.0 , 967.741935483871     ,                       0.098617 ,             0.15433  ,              0.01423  ,                  0.133372 ,            9.733129
0.20141935483870968 ,0.05464448168542016  , 851.0590633891851  ,  5094.998967741947  ,    550.0 ,            0.0 ,    1.0 ,1005.6258790436005    ,                       0.098452 ,             0.157958 ,              0.015027 ,                  0.10211  ,            9.141431
0.1929032258064516  ,0.05538904208128522  , 837.9015183532326  ,  5094.889935483875  ,    500.0 ,            0.0 ,    1.0 ,1046.3169642857142    ,                       0.101425 ,             0.159822 ,              0.01495  ,                  0.128505 ,            9.389033
0.19639751552795032 ,0.055056438608615525 , 878.5778171652278  ,  5093.097888198774  ,    500.0 ,            0.0 ,    1.0 ,1081.159002450627     ,                       0.100946 ,             0.157462 ,              0.014503 ,                  0.098103 ,            8.81269
0.203125            ,0.05666821023385043  ,3042.8941574910727  ,  5095.817250000018  ,    350.0 ,            0.0 ,    0.0 , 192.14670121586605   ,                       0.100549 ,             0.154182 ,              0.014204 ,                  0.117932 ,           16.940465
0.2015151515151515  ,0.05692307692307692  , 249.6349278297859  ,  5112.023636363637  ,    550.0 ,            0.0 ,    1.0 ,1044.1004672897195    ,                       0.050987 ,             0.154088 ,              0.014166 ,                  0.174521 ,            7.77115
0.19146666666666667 ,0.05417956656346749  , 424.5059712707943  ,  5093.394133333343  ,    500.0 ,            0.0 ,    1.0 ,1073.8831615120275    ,                       0.091167 ,             0.15407  ,              0.014219 ,                  0.091463 ,            9.301282
0.20285714285714285 ,0.05509594392738136  , 899.5039542976008  ,  5094.88136645965   ,    350.0 ,            0.0 ,    1.0 ,1236.5410497981156    ,                       0.108195 ,             0.158166 ,              0.01446  ,                  0.139976 ,            7.848995
0.20751592356687898 ,0.055725190839694655 , 903.1660976528495  ,  5096.703821656049  ,    450.0 ,            0.0 ,    1.0 ,1138.5199240986717    ,                       0.098566 ,             0.15574  ,              0.014434 ,                  0.155496 ,            7.850705
0.1928476821192053  ,0.05515970515970516  ,1054.315249476124   ,  5094.910596026527  ,    160.0 ,            0.0 ,    1.0 ,1533.0139554259529    ,                       0.095637 ,             0.158501 ,              0.013868 ,                  0.081739 ,            6.838858
0.20076824583866837 ,0.05562788495679962  , 967.3784144060854  ,  5094.95915492957   ,    500.0 ,            0.0 ,    1.0 ,1060.370422734342     ,                       0.097839 ,             0.153255 ,              0.013997 ,                  0.152229 ,            8.275523
0.20143603133159269 ,0.055313483418058584 ,1348.4108907239715  ,  5095.852480417758  ,    150.0 ,            0.0 ,    1.0 ,1505.4195102368526    ,                       0.095307 ,             0.155467 ,              0.014108 ,                  0.098776 ,            6.84507
0.198875            ,0.055523390458545624 , 914.2276216505558  ,  5097.809625000024  ,    170.0 ,            0.0 ,    1.0 ,1520.3400121432908    ,                       0.099764 ,             0.153594 ,              0.013918 ,                  0.120207 ,            6.107357
0.2056356487549148  ,0.056269706524375455 ,1342.5216004335484  ,  5095.2584534731295 ,    250.0 ,            0.0 ,    1.0 ,1371.8675690506677    ,                       0.097822 ,             0.158391 ,              0.014188 ,                  0.143415 ,            6.608671
