rm -f *.o peer client
g++-9 -std=c++17 -ggdb3 -I./include -I../leveldb/include `pkg-config --cflags protobuf grpc` -DELPP_THREAD_SAFE   -c -o graph.o graph.cc
g++-9 -std=c++17 -ggdb3 -I./include -I../leveldb/include `pkg-config --cflags protobuf grpc` -DELPP_THREAD_SAFE   -c -o smart_contracts.o smart_contracts.cc
g++-9 -std=c++17 -ggdb3 -I./include -I../leveldb/include `pkg-config --cflags protobuf grpc` -DELPP_THREAD_SAFE   -c -o consensus.o consensus.cc
g++-9 -std=c++17 -ggdb3 -I./include -I../leveldb/include `pkg-config --cflags protobuf grpc` -DELPP_THREAD_SAFE   -c -o blockchain.pb.o blockchain.pb.cc
g++-9 -std=c++17 -ggdb3 -I./include -I../leveldb/include `pkg-config --cflags protobuf grpc` -DELPP_THREAD_SAFE   -c -o blockchain.grpc.pb.o blockchain.grpc.pb.cc
g++-9 -I./include -I../leveldb/include `pkg-config --cflags protobuf grpc` -DELPP_THREAD_SAFE  -std=c++17 -ggdb3 peer.cc easylogging++.cc graph.o smart_contracts.o consensus.o blockchain.pb.o blockchain.grpc.pb.o -L/usr/local/lib `pkg-config --libs protobuf grpc++` -L../leveldb/build -lleveldb -pthread -lcrypto -Wl,--no-as-needed -lgrpc++_reflection -Wl,--as-needed -ldl -o peer
g++-9 -I./include -I../leveldb/include `pkg-config --cflags protobuf grpc` -DELPP_THREAD_SAFE  -std=c++17 -ggdb3 client.cc easylogging++.cc blockchain.pb.o blockchain.grpc.pb.o -L/usr/local/lib `pkg-config --libs protobuf grpc++` -L../leveldb/build -lleveldb -pthread -lcrypto -Wl,--no-as-needed -lgrpc++_reflection -Wl,--as-needed -ldl -o client
[INFO | 2022-09-14 12:07:34,809] | RPC server listening on 10.10.1.2:50052.
[INFO | 2022-09-14 12:07:34,810] | [server_index = 0]log replication thread is running for follower 10.10.1.3:50052.
[INFO | 2022-09-14 12:07:34,810] | [server_index = 1]log replication thread is running for follower 10.10.1.4:50052.
[INFO | 2022-09-14 12:07:34,810] | Block formation thread is running.
[INFO | 2022-09-14 12:07:59,904] | starts benchmarking.
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 1,WRITE RATIO: 1
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 0
[INFO | 2022-09-14 12:07:59,970] | BLOCK ID2: 0,READ: 2,WRITE RATIO: 2
